CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CID-05530,Female,0,No,No,3,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer,22.66,877.54,No
CID-05531,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer,39.61,2303.42,Yes
CID-05532,Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,No internet service,No,One year,Yes,Electronic check,111.15,395.61,Yes
CID-05533,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,70.99,6213.78,Yes
CID-05534,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,105.38,2737.62,No
CID-05535,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,43.04,1854.45,No
CID-05536,Female,0,No,No,71,Yes,No,No,No,Yes,Two year,No,Electronic check,81.65,1375.73,No
CID-05537,Male,0,Yes,Yes,31,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,52.35,1174.06,No
CID-05538,Female,0,No,Yes,52,Yes,No phone service,Fiber optic,No internet service,Yes,One year,No,Credit card,32.07,2964.94,No
CID-05539,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,66.37,1459.05,Yes
CID-05540,Male,0,Yes,No,42,Yes,No,No,Yes,No,Two year,No,Mailed check,27.49,77.44,Yes
CID-05541,Male,0,Yes,No,30,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Mailed check,82.41,1594.18,No
CID-05542,Female,0,No,No,33,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,94.67,852.37,Yes
CID-05543,Male,0,Yes,No,45,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Credit card,54.54,1777.82,No
CID-05544,Male,0,No,Yes,10,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Bank transfer,39.56,367.6,Yes
CID-05545,Male,0,Yes,No,54,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,49.52,4989.29,Yes
CID-05546,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,One year,No,Mailed check,25.04,109.74,No
CID-05547,Male,0,No,No,9,Yes,No phone service,DSL,No internet service,Yes,Two year,Yes,Mailed check,62.79,2187.26,No
CID-05548,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,Two year,No,Bank transfer,97.31,1384.71,No
CID-05549,Female,0,No,No,51,Yes,No phone service,Fiber optic,No,No,One year,Yes,Electronic check,114.83,516.88,No
CID-05550,Male,0,No,No,60,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,111.54,1564.7,No
CID-05551,Female,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,55.19,7067.06,Yes
CID-05552,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,97.75,1049.77,Yes
CID-05553,Male,1,Yes,Yes,51,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,26.02,4306.59,No
CID-05554,Male,0,Yes,No,58,Yes,No,No,No,Yes,One year,Yes,Electronic check,18.09,4426.86,No
CID-05555,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,One year,No,Mailed check,42.03,2779.5,No
CID-05556,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,88.09,692.91,Yes
CID-05557,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Electronic check,117.11,1190.5,No
CID-05558,Female,0,No,No,28,Yes,No phone service,DSL,No,Yes,One year,Yes,Bank transfer,24.69,177.27,No
CID-05559,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.64,3327.86,Yes
CID-05560,Male,0,No,No,19,Yes,Yes,DSL,No internet service,Yes,One year,No,Bank transfer,48.83,2567.92,No
CID-05561,Female,0,Yes,No,46,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Bank transfer,116.09,1366.83,No
CID-05562,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,106.51,3733.94,No
CID-05563,Female,0,No,No,10,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,30.23,925.65,Yes
CID-05564,Female,1,Yes,No,42,No,No,No,No internet service,No,Two year,Yes,Bank transfer,107.02,4462.8,Yes
CID-05565,Male,0,No,No,59,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer,102.03,756.31,No
CID-05566,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,73.5,2367.84,No
CID-05567,Male,0,No,Yes,10,No,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,91.18,6781.58,No
CID-05568,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,One year,No,Credit card,76.5,1647.54,No
CID-05569,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,81.8,2237.02,No
CID-05570,Female,0,Yes,No,31,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,87.61,1704.79,No
CID-05571,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,63.54,1091.83,No
CID-05572,Male,0,No,No,10,Yes,No,DSL,No,No,Two year,No,Mailed check,69.94,1278.0,No
CID-05573,Male,0,Yes,Yes,69,Yes,Yes,No,No,No,Two year,No,Credit card,60.93,1115.49,No
CID-05574,Female,0,Yes,No,33,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,81.2,280.77,Yes
CID-05575,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,107.03,1355.52,No
CID-05576,Female,0,No,No,24,No,No,No,No,No,Month-to-month,No,Bank transfer,74.07,2473.47,Yes
CID-05577,Male,0,Yes,No,13,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,100.27,3663.2,Yes
CID-05578,Male,1,No,No,67,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,67.12,3340.67,No
CID-05579,Female,0,No,Yes,34,Yes,No,DSL,No,No,One year,No,Electronic check,53.06,1045.72,Yes
CID-05580,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No internet service,No,One year,Yes,Electronic check,107.41,1904.45,Yes
CID-05581,Male,0,No,No,61,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Mailed check,64.72,1662.26,Yes
CID-05582,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,72.39,5477.09,No
CID-05583,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No internet service,No internet service,One year,Yes,Electronic check,114.94,70.72,No
CID-05584,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,Month-to-month,Yes,Credit card,39.51,3901.3,No
CID-05585,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,79.07,4771.87,No
CID-05586,Male,1,No,No,48,Yes,No,Fiber optic,No,No,Two year,No,Credit card,36.55,1109.36,No
CID-05587,Male,0,Yes,Yes,64,Yes,No,DSL,No internet service,No internet service,Two year,Yes,Bank transfer,87.04,2247.54,No
CID-05588,Male,0,Yes,Yes,24,Yes,No,DSL,No internet service,Yes,One year,Yes,Bank transfer,19.08,3666.3,No
CID-05589,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,56.26,656.92,Yes
CID-05590,Male,0,No,No,25,No,Yes,DSL,No internet service,Yes,Two year,Yes,Mailed check,67.65,2303.78,No
CID-05591,Male,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Two year,No,Mailed check,77.58,754.59,No
CID-05592,Male,0,Yes,No,36,Yes,No,No,Yes,No,One year,No,Bank transfer,104.92,2613.12,No
CID-05593,Female,1,No,No,57,Yes,No,DSL,Yes,No internet service,One year,Yes,Electronic check,117.79,2847.92,No
CID-05594,Female,0,Yes,No,54,Yes,No,No,No,Yes,Two year,No,Bank transfer,57.63,2590.36,No
CID-05595,Male,0,No,No,56,Yes,Yes,No,No,No,Two year,No,Mailed check,30.81,42.35,Yes
CID-05596,Female,1,Yes,No,64,Yes,Yes,No,No,No,Two year,No,Mailed check,95.25,5368.28,No
CID-05597,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,88.42,2508.03,Yes
CID-05598,Male,1,Yes,Yes,5,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,106.23,2231.95,Yes
CID-05599,Female,0,No,No,49,Yes,No phone service,Fiber optic,No,Yes,One year,No,Bank transfer,20.54,1989.66,No
CID-05600,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,Two year,No,Mailed check,46.64,5297.09,No
CID-05601,Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,34.16,6528.46,No
CID-05602,Male,0,Yes,No,21,Yes,No,DSL,No,No internet service,One year,Yes,Electronic check,101.02,6606.38,Yes
CID-05603,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,73.91,620.89,Yes
CID-05604,Female,1,Yes,No,2,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,44.89,3281.85,Yes
CID-05605,Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,93.85,4569.44,No
CID-05606,Female,0,No,Yes,59,Yes,No,No,No,No internet service,One year,Yes,Credit card,19.77,1632.79,No
CID-05607,Female,1,No,No,45,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Electronic check,45.33,1470.13,No
CID-05608,Female,0,Yes,No,59,Yes,No phone service,No,No,No,One year,Yes,Credit card,97.53,1239.82,No
CID-05609,Female,1,Yes,No,12,Yes,No phone service,Fiber optic,No,Yes,Two year,No,Electronic check,41.37,3576.67,Yes
CID-05610,Male,0,No,Yes,31,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,28.54,7303.96,No
CID-05611,Male,0,No,No,29,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Bank transfer,87.68,4292.21,Yes
CID-05612,Female,1,No,No,36,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,113.94,2374.13,Yes
CID-05613,Female,0,Yes,No,43,No,No phone service,No,No internet service,Yes,Month-to-month,No,Credit card,29.35,1134.68,No
CID-05614,Male,0,Yes,No,46,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.38,1107.85,Yes
CID-05615,Male,0,Yes,Yes,7,Yes,No phone service,Fiber optic,Yes,No internet service,One year,Yes,Credit card,21.52,4785.83,No
CID-05616,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No internet service,No,Two year,No,Mailed check,68.71,4060.79,No
CID-05617,Male,0,Yes,No,2,Yes,No,DSL,No,No internet service,One year,Yes,Mailed check,101.88,4340.97,No
CID-05618,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Credit card,30.61,2984.82,No
CID-05619,Male,0,No,No,28,Yes,Yes,No,Yes,No,One year,No,Credit card,22.27,2293.97,No
CID-05620,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,45.06,2871.63,No
CID-05621,Female,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,108.09,5578.42,Yes
CID-05622,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,98.76,1232.1,No
CID-05623,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,One year,No,Electronic check,36.26,5506.16,No
CID-05624,Female,0,No,Yes,25,Yes,No phone service,DSL,No internet service,No,Two year,Yes,Electronic check,117.17,1215.43,No
CID-05625,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,No,Two year,Yes,Electronic check,85.62,1744.24,No
CID-05626,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,100.54,1098.09,Yes
CID-05627,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,Two year,No,Credit card,50.25,2785.75,No
CID-05628,Female,1,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,119.75,1367.72,Yes
CID-05629,Male,1,No,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Credit card,40.53,6785.01,Yes
CID-05630,Female,0,No,Yes,53,Yes,No,No,Yes,Yes,One year,No,Bank transfer,109.85,5067.58,Yes
CID-05631,Female,0,Yes,Yes,12,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.25,240.91,Yes
CID-05632,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,95.05,21.51,Yes
CID-05633,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Two year,Yes,Credit card,119.7,2664.15,No
CID-05634,Female,0,No,No,39,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,114.44,277.69,No
CID-05635,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,113.81,573.17,No
CID-05636,Female,0,No,Yes,47,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,43.45,88.76,No
CID-05637,Female,0,Yes,No,67,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,46.32,2265.77,No
CID-05638,Male,0,Yes,No,60,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,87.24,3606.34,Yes
CID-05639,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,One year,No,Electronic check,49.22,1447.69,Yes
CID-05640,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Electronic check,85.09,568.94,No
CID-05641,Female,0,No,No,31,Yes,No,No,No internet service,No,Two year,No,Bank transfer,89.48,2313.62,Yes
CID-05642,Male,1,Yes,Yes,38,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,117.05,1625.64,Yes
CID-05643,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,42.05,7468.27,Yes
CID-05644,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No internet service,No,One year,Yes,Credit card,118.35,2751.1,Yes
CID-05645,Female,1,Yes,No,71,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,51.69,178.69,No
CID-05646,Female,0,No,No,55,Yes,No,DSL,No,No internet service,Month-to-month,No,Electronic check,82.9,1186.95,Yes
CID-05647,Male,0,No,No,56,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,74.25,1782.08,Yes
CID-05648,Female,0,No,No,47,Yes,No,DSL,Yes,No,One year,No,Credit card,26.43,332.08,No
CID-05649,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,One year,Yes,Credit card,19.17,6073.16,Yes
CID-05650,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,54.78,466.42,No
CID-05651,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,Two year,No,Electronic check,65.76,2614.69,No
CID-05652,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,One year,Yes,Bank transfer,33.54,1820.35,No
CID-05653,Female,0,No,No,13,No,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,90.2,6628.77,No
CID-05654,Female,0,Yes,Yes,54,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Credit card,56.73,4197.21,No
CID-05655,Female,0,No,No,12,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,51.74,2035.26,Yes
CID-05656,Male,0,No,No,8,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card,51.39,1213.22,No
CID-05657,Female,0,No,Yes,35,No,No phone service,Fiber optic,No internet service,No,Two year,Yes,Credit card,56.84,4966.97,Yes
CID-05658,Female,1,No,No,0,Yes,Yes,Fiber optic,No,Yes,One year,No,Credit card,45.69,3440.91,No
CID-05659,Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer,29.98,191.46,Yes
CID-05660,Male,0,No,No,6,No,Yes,Fiber optic,No internet service,No,Two year,Yes,Mailed check,59.43,1031.0,No
CID-05661,Male,1,No,No,58,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,72.84,1096.83,Yes
CID-05662,Male,0,No,No,13,No,No,No,No,No internet service,Two year,Yes,Credit card,102.85,338.31,No
CID-05663,Female,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,One year,No,Bank transfer,101.45,565.82,No
CID-05664,Male,0,No,No,25,Yes,Yes,Fiber optic,No internet service,Yes,Two year,No,Electronic check,102.35,2763.6,No
CID-05665,Male,0,Yes,No,53,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.53,1067.6,No
CID-05666,Female,1,Yes,Yes,31,Yes,No phone service,Fiber optic,No,No,One year,Yes,Bank transfer,119.53,5846.9,Yes
CID-05667,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,106.67,5302.49,Yes
CID-05668,Male,0,No,No,51,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,31.07,1991.76,No
CID-05669,Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,One year,Yes,Mailed check,27.94,3488.72,No
CID-05670,Male,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,60.28,3332.63,Yes
CID-05671,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,28.25,2202.27,No
CID-05672,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,59.56,29.04,No
CID-05673,Male,0,No,No,23,Yes,No,DSL,No,No internet service,Month-to-month,No,Bank transfer,81.33,3078.06,Yes
CID-05674,Female,0,No,Yes,61,Yes,Yes,DSL,No,Yes,One year,Yes,Credit card,98.57,515.98,No
CID-05675,Female,0,Yes,No,7,Yes,Yes,DSL,No internet service,Yes,Two year,No,Bank transfer,74.5,511.35,Yes
CID-05676,Female,0,Yes,No,28,Yes,No,No,No,No,Month-to-month,No,Bank transfer,106.86,706.2,No
CID-05677,Female,0,Yes,No,70,Yes,Yes,DSL,No,No,One year,Yes,Electronic check,18.87,3564.79,Yes
CID-05678,Female,0,No,No,44,Yes,No,Fiber optic,No,No,Two year,No,Bank transfer,89.35,6779.99,No
CID-05679,Male,0,Yes,No,45,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.22,3478.83,No
CID-05680,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,Two year,No,Mailed check,37.83,3617.98,No
CID-05681,Female,1,No,No,64,Yes,No,No,No,No internet service,One year,Yes,Electronic check,45.51,2419.91,Yes
CID-05682,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Electronic check,72.7,1649.94,No
CID-05683,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,104.62,4318.42,No
CID-05684,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,46.53,2147.98,Yes
CID-05685,Female,1,No,No,34,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Electronic check,107.01,4377.38,No
CID-05686,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer,114.31,1800.43,No
CID-05687,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,58.06,1201.01,Yes
CID-05688,Female,0,No,No,43,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,46.43,3403.63,Yes
CID-05689,Female,1,No,Yes,8,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,66.93,2785.41,Yes
CID-05690,Female,0,No,No,66,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.25,4383.4,No
CID-05691,Male,0,No,No,55,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Credit card,51.88,3256.49,No
CID-05692,Male,0,Yes,No,60,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Credit card,78.96,1418.12,Yes
CID-05693,Male,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,19.45,650.97,No
CID-05694,Female,0,Yes,No,70,Yes,No phone service,DSL,No internet service,Yes,Two year,No,Mailed check,25.61,1254.91,No
CID-05695,Female,0,Yes,No,68,Yes,No phone service,No,No,No,Month-to-month,Yes,Mailed check,117.6,1405.81,Yes
CID-05696,Male,0,Yes,No,21,Yes,Yes,DSL,No,No internet service,Two year,No,Credit card,85.38,528.09,No
CID-05697,Male,1,Yes,No,42,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,83.27,4010.1,No
CID-05698,Male,0,No,No,43,Yes,No phone service,No,Yes,Yes,Month-to-month,No,Bank transfer,78.55,1612.44,No
CID-05699,Female,0,No,No,35,No,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,19.78,4715.03,No
CID-05700,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,118.83,297.11,No
CID-05701,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer,42.51,1055.97,No
CID-05702,Male,1,Yes,No,53,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,79.57,5376.72,No
CID-05703,Male,0,No,No,48,No,No phone service,Fiber optic,No internet service,No,One year,Yes,Electronic check,85.21,2308.05,No
CID-05704,Male,0,No,No,36,Yes,No,No,Yes,No,One year,Yes,Credit card,63.98,2093.49,No
CID-05705,Male,0,No,Yes,31,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.34,316.78,No
CID-05706,Female,0,Yes,Yes,5,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,35.39,977.17,No
CID-05707,Male,1,No,No,24,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,54.4,568.84,No
CID-05708,Female,1,Yes,No,11,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,71.24,166.36,Yes
CID-05709,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,117.43,359.66,Yes
CID-05710,Female,0,No,Yes,42,Yes,No,No,No internet service,No,Two year,No,Bank transfer,76.63,2297.53,No
CID-05711,Male,0,Yes,No,53,No,No,No,No,No internet service,One year,No,Electronic check,37.29,6844.12,No
CID-05712,Female,0,Yes,No,2,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,105.53,2189.57,Yes
CID-05713,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,One year,No,Mailed check,42.65,3107.18,No
CID-05714,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,82.11,1713.66,Yes
CID-05715,Male,0,No,No,17,Yes,No,DSL,No,No internet service,One year,Yes,Mailed check,32.85,949.04,No
CID-05716,Male,0,No,Yes,35,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Credit card,75.61,982.42,Yes
CID-05717,Male,0,Yes,No,57,Yes,No,No,No,No,Month-to-month,No,Mailed check,118.49,3517.19,No
CID-05718,Male,1,No,No,30,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,109.26,789.0,No
CID-05719,Female,1,Yes,No,0,Yes,Yes,No,No,No,Month-to-month,No,Credit card,85.03,1704.62,Yes
CID-05720,Male,0,Yes,No,8,Yes,No,DSL,No internet service,No,Month-to-month,No,Mailed check,53.68,3208.29,No
CID-05721,Female,1,No,No,46,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,80.82,2984.08,No
CID-05722,Female,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,59.07,940.37,No
CID-05723,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,57.81,119.96,No
CID-05724,Male,0,No,Yes,23,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer,81.62,2373.26,No
CID-05725,Male,0,No,No,8,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,110.57,2256.75,Yes
CID-05726,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Two year,No,Credit card,68.76,586.4,Yes
CID-05727,Male,0,No,No,43,Yes,No,No,No,No internet service,One year,Yes,Electronic check,66.69,1121.6,No
CID-05728,Female,1,No,Yes,26,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,87.91,1764.65,Yes
CID-05729,Male,1,Yes,No,57,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Bank transfer,56.57,2065.06,Yes
CID-05730,Female,0,Yes,No,9,No,Yes,DSL,No,No internet service,One year,Yes,Credit card,116.4,5090.47,Yes
CID-05731,Male,0,Yes,No,15,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,110.8,4188.58,No
CID-05732,Male,0,Yes,No,48,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,55.76,243.32,Yes
CID-05733,Male,0,No,No,60,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer,91.32,6639.01,Yes
CID-05734,Male,0,No,Yes,57,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,118.94,4655.13,No
CID-05735,Female,0,Yes,No,3,Yes,Yes,DSL,No,No internet service,One year,No,Bank transfer,98.7,2748.71,No
CID-05736,Male,0,Yes,No,70,Yes,Yes,No,No,No,One year,Yes,Mailed check,62.84,3286.05,No
CID-05737,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,58.09,2763.25,No
CID-05738,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,47.61,4120.19,No
CID-05739,Male,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,110.01,3791.44,Yes
CID-05740,Male,1,Yes,No,25,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Credit card,101.51,4421.28,Yes
CID-05741,Female,0,Yes,No,7,Yes,No phone service,No,No,No,Month-to-month,Yes,Credit card,66.75,3874.87,No
CID-05742,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,One year,Yes,Mailed check,38.55,7120.13,Yes
CID-05743,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,Two year,No,Electronic check,105.0,449.2,No
CID-05744,Male,0,No,Yes,19,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Mailed check,42.83,1954.23,No
CID-05745,Male,1,Yes,Yes,72,Yes,No,DSL,Yes,No,Month-to-month,No,Mailed check,81.3,2276.21,Yes
CID-05746,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,116.03,964.78,Yes
CID-05747,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Credit card,103.34,1734.03,No
CID-05748,Female,0,No,No,46,Yes,No,Fiber optic,No internet service,Yes,Two year,Yes,Bank transfer,19.08,1929.73,No
